Name                   ;Cns  ;RA          De       ;Wv   ;Type ;   Diam ;  Dist;    Age;Aliases                                                ;Notes
Juchert 2              ;Aql  ;19 09 26.0 +10 20 17 ;Op   ;OC   ;    2.00;  3800;       ;                                                       ;
Mercer 18              ;Aql  ;19 09 50.0 +08 19 30 ;IR   ;EC   ;    1.10;  5100;       ;GLIMPSE 18                                             ;In HII reg WISE G42.43-0.27
SUH 27                 ;Aql  ;19 09 54.0 +07 57 22 ;IR   ;EC   ;    1.50;  8900;       ;IRAS 19074+0752                                        ;In HII reg WISE G42.11-0.44
LMR 85                 ;Aql  ;19 09 57.8 +07 50 17 ;IR   ;SFR  ;   11.80;  8300;       ;                                                       ;
SUH 28                 ;Aql  ;19 10 10.1 +08 44 08 ;IR   ;EC   ;    1.40;  4660;       ;IRAS 19077+0839, Mol 96                                ;In and arc with 2 HII reg, dit from Molinari, 1996
BDSB 132               ;Aql  ;19 10 11.0 +09 07 03 ;IR   ;EC   ;    1.00; 11400;   6.18;                                                       ;
Alves-Homeier 3,4      ;Aql  ;19 10 11.4 +09 05 21 ;IR   ;EC   ;    0.80; 11110;   6.18;W49A-SouthWest, BDB 26                                 ;We consider this object as a single embedded cluster composed of subclusters AH03 3 and AH03 4
BDB 27                 ;Aql  ;19 10 13.0 +09 06 16 ;IR   ;EC   ;    0.60; 11400;   6.18;W49A Cl                                                ;
LMR 88                 ;Aql  ;19 10 13.4 +09 01 55 ;IR   ;SFR  ;   11.70; 11900;   6.18;Russeil 85                                             ;
Alves-Homeier 1        ;Aql  ;19 10 17.5 +09 06 21 ;IR   ;EC   ;    1.40; 11110;   6.18;W49 Main, W49A-East, BDB 28                            ;Coord from Ref:3, angular diam was estimated by eye on the GLIMPSE images
LMR 87                 ;Aql  ;19 10 20.0 +08 28 48 ;IR   ;SFR  ;   16.50;  8200;       ;                                                       ;
Alves-Homeier 2        ;Aql  ;19 10 21.9 +09 05 04 ;IR   ;EC   ;    0.70; 11110;   6.18;                                                       ;Coord from Ref:3, angular diam was estimated by eye on the GLIMPSE images
Teutsch 277            ;Aql  ;19 10 24.0 +10 32 56 ;Op   ;OC   ;    2.00;  7500;       ;TC 1910+1032                                           ;
Teutsch 148            ;Aql  ;19 10 27.0 +10 18 34 ;Op   ;OC   ;    1.20;  2960;       ;                                                       ;
UKIDSS-SH 1            ;Aql  ;19 10 31.0 +07 52 57 ;IR   ;EC   ;    1.70;  5389;       ;BDSB 131                                               ;
BDSB 133               ;Aql  ;19 10 33.9 +09 07 42 ;IR   ;EC   ;    1.80; 11400;   6.18;                                                       ;
Riddle 15              ;Aql  ;19 11 08.9 +14 49 59 ;Op   ;GC?  ;    1.30;  8800;   9.10;                                                       ;
Azatyan-Nikoghosyan 15 ;Aql  ;19 11 38.1 +08 46 35 ;IR   ;EC   ;    0.90;  4500;       ;IRAS 19092+0841, G3CC 63                               ;
SS 433 Cl              ;Aql  ;19 11 50.0 +04 58 58 ;IR   ;OC?  ;    4.00;  4600;       ;                                                       ;Dubious, related to SNR W 50, dist of SS 433
Mol 99 Cl              ;Aql  ;19 11 51.6 +09 49 39 ;IR   ;EC   ;    0.60;  5920;       ;UCEC 12, IRAS 19094+0944                               ;In HII reg WISE G43.99-0.01
LMR 90                 ;Aql  ;19 11 59.8 +10 03 30 ;IR   ;SFR  ;    6.50;  8300;       ;                                                       ;
SUH 29                 ;Aql  ;19 12 11.0 +08 52 23 ;IR   ;EC   ;    1.80;  8100;       ;                                                       ;In HII reg WISE G43.18-0.52, poss two ECs here
Mercer 20              ;Aql  ;19 12 23.7 +09 57 09 ;IR   ;OC   ;    3.00;  8200;   6.76;GLIMPSE 20                                             ;Nice compact cluster
Teutsch 149            ;Aql  ;19 12 52.0 +15 00 49 ;Op   ;OC   ;    1.60;  8300;       ;                                                       ;
Bica 98                ;Aql  ;19 13 15.5 +09 06 49 ;IR   ;EC   ;    0.40;  8300;       ;                                                       ;In HII reg WISE G43.52-0.64
LMR 89                 ;Aql  ;19 13 20.7 +09 07 30 ;IR   ;SFR  ;   24.90;  8800;       ;                                                       ;
Azatyan-Nikoghosyan 6  ;Aql  ;19 13 22.1 +10 50 53 ;IR   ;EC   ;    0.80;  7150;       ;IRAS 19110+1045, VOG 1                                 ;This cluster is located in a molecular cloud MKJ09 43 and associated with UC HII region G45.07+0.13
BDSB 134               ;Aql  ;19 13 27.0 +10 54 27 ;IR   ;EC   ;    1.20;  4400;       ;                                                       ;In HII reg Lockman G44.12+0.14
BDSB 135               ;Aql  ;19 13 28.0 +10 53 35 ;IR   ;EC   ;    0.60;  4400;       ;                                                       ;In HII reg WISE G45.12+0.13
BDSB 136               ;Aql  ;19 14 08.4 +11 12 32 ;IR   ;EC   ;    1.10;  6292;   6.00;                                                       ;In HII reg ABG 78
LMR 93                 ;Aql  ;19 14 09.2 +10 56 48 ;IR   ;SFR  ;   27.40;  8300;       ;                                                       ;
FSH 1                  ;Aql  ;19 14 21.0 +11 09 11 ;IR   ;EC   ;    1.60;  6600;       ;BDB 29                                                 ;In HII reg WISE G45.45+0.04
UPK 54                 ;Aql  ;19 14 21.7 +14 23 17 ;Op   ;OC   ;   29.90;   591;   8.90;TC 1914+1425                                           ;
G3CC 64                ;Aql  ;19 14 26.4 +09 22 34 ;IR   ;EC   ;    0.60;  4400;       ;SUH 30                                                 ;In HII reg WISE G43.89-0.78
SUH 32                 ;Aql  ;19 14 52.6 +11 02 37 ;IR   ;EC   ;    0.50;  2650;       ;IRAS 19125+1057                                        ;In HII reg WISE G45.41-0.10
Alessi J1915+0558      ;Aql  ;19 15 00.3 +05 58 31 ;Op   ;OC   ;   29.04;  3731;   8.74;                                                       ;
LMR 91                 ;Aql  ;19 15 06.8 +10 19 26 ;IR   ;SFR  ;    4.70;  9300;       ;                                                       ;
LMR 92                 ;Aql  ;19 15 48.6 +10 27 23 ;IR   ;SFR  ;    8.40;  6000;       ;                                                       ;
BDSB 137               ;Aql  ;19 16 18.3 +11 19 13 ;IR   ;EC   ;    1.40;  5405;   6.00;                                                       ;In HII reg WISE G45.82-0.29
SUH 31                 ;Aql  ;19 17 01.0 +10 44 42 ;IR   ;EC   ;    2.60;  8000;       ;                                                       ;In HII reg WISE G45.39-0.72
G3CC 65                ;Aql  ;19 18 03.5 +13 24 47 ;IR   ;EC   ;    0.50;  5520;       ;IRAS 19157+1319                                        ;2 small HII regs nearby
MQI Cl 49.3            ;Aql  ;19 19 30.3 +14 53 59 ;Op   ;RSG  ;    3.00;  7000;       ;Juchert J1919+1453                                     ;Cluster of RSGS
TC 1919+1448           ;Aql  ;19 19 34.0 +14 48 35 ;Op   ;OC   ;    2.00;  3740;       ;GSC 1054-1071 Grp                                      ;
Russeil 89             ;Aql  ;19 20 11.8 +13 41 58 ;IR   ;SFR  ;   12.00;  4900;       ;                                                       ;Id? tentative diam, dist from Scoville+ 87
Mercer 21              ;Aql  ;19 20 30.0 +13 55 23 ;IR   ;EC   ;    1.50;  5030;       ;GLIMPSE 21, Russeil 90                                 ;In HII reg WISE G48.60+0.02
IRAS 19181+1056        ;Aql  ;19 20 31.0 +11 01 54 ;IR   ;EC?  ;    1.30;   410;       ;V1352 Aql, AS 353, HBC 292                             ;Poss Cl (Alessi 2019)
SUH 38                 ;Aql  ;19 20 38.3 +16 02 15 ;IR   ;EC   ;    0.90;  2900;       ;IRAS 19183+1556, Mol 101                               ;In HII reg WISE G50.48+0.99
Alessi 57              ;Aql  ;19 20 54.0 +15 40 36 ;Op   ;OC   ;    3.00;  3797;   8.65;FSR 130                                                ;
LDN 673 Cl             ;Aql  ;19 21 01.4 +11 09 48 ;IR   ;YAs  ;   54.00;   406;       ;                                                       ;
SUH 37                 ;Aql  ;19 21 28.0 +15 44 24 ;IR   ;EC   ;    0.60;  1900;       ;                                                       ;In HII reg WISE G50.31+0.67
G3CC 66                ;Aql  ;19 21 47.7 +15 14 20 ;IR   ;EC   ;    0.80; 10170;       ;IRAS 19195+1508                                        ;
SUH 34                 ;Aql  ;19 22 08.0 +14 29 17 ;IR   ;EC   ;    0.35;  5400;       ;IRAS 19198+1423, Froebrich Cl 144                      ;In HII reg WISE G49.28-0.05
LMR 94                 ;Aql  ;19 22 12.6 +14 40 06 ;IR   ;SFR  ;   44.70;  5900;       ;                                                       ;
KKD 1                  ;Aql  ;19 22 15.0 +14 03 05 ;IR   ;EC   ;    1.00;  5410;       ;BDSB 138, MDF 8                                        ;In G48.9-0.3, in W51
KKD 2                  ;Aql  ;19 22 15.0 +14 03 50 ;IR   ;EC   ;    0.50;  5410;       ;                                                       ;Subcl. in BDSB 138, W51
SUH 35                 ;Aql  ;19 22 15.0 +14 38 06 ;IR   ;EC   ;    0.90;  5500;       ;IRAS 19199+1432                                        ;In HII reg WISE G49.43-0.00
KKD 3                  ;Aql  ;19 22 25.9 +14 06 48 ;IR   ;EC   ;    2.40;  5950;       ;BDSB 139, UKIDSS-SH 2                                  ;In W 51B = G49.0-0.3, in W 51
BDSB 140               ;Aql  ;19 22 32.2 +14 11 26 ;IR   ;EC   ;    0.80;  5430;       ;                                                       ;Compact
RM 24                  ;Aql  ;19 22 38.5 +14 11 22 ;IR   ;SFR  ;    8.90;  5600;       ;                                                       ;
SFC 25                 ;Aql  ;19 22 46.1 +14 26 23 ;IR   ;OB   ;   14.00;  5700;       ;RMM 25                                                 ;
SUH 36                 ;Aql  ;19 22 50.0 +14 53 20 ;IR   ;EC   ;    0.70;  5500;       ;IRAS 19205+1447                                        ;In HII reg WISE G49.72-0.01
BDSB 141               ;Aql  ;19 22 53.4 +14 09 15 ;IR   ;EC   ;    1.50;  5805;   6.10;                                                       ;In HII reg WISE G49.07-0.37
KKD 4                  ;Aql  ;19 23 02.0 +14 16 40 ;IR   ;EC   ;    0.60;  5430;       ;NKD G49.2-0.3                                          ;In G49.2-0.3, in W 51
SUH 33                 ;Aql  ;19 23 03.0 +13 52 05 ;IR   ;EC   ;    0.90;  4780;       ;IRAS 19207+1346                                        ;In HII reg WISE G48.84-0.54, dist from Traficante+ 2015
KKD 5                  ;Aql  ;19 23 04.0 +14 28 05 ;IR   ;EC   ;    1.40;  5430;       ;BDSB 142                                               ;In HII reg WISE G49.37-0.26
Bica 101               ;Aql  ;19 23 11.0 +14 26 41 ;IR   ;EC   ;    1.20;  5500;       ;                                                       ;Three HII reg nearby
G3CC 67                ;Aql  ;19 23 11.3 +15 13 10 ;IR   ;EC   ;    2.00;  5280;       ;Russeil 92                                             ;
BDSB 143               ;Aql  ;19 23 14.0 +14 27 33 ;IR   ;EC   ;    1.40;  5100;   6.10;                                                       ;In G49.4-0.5, in W 51
BDSB 144               ;Aql  ;19 23 19.0 +14 29 23 ;IR   ;EC   ;    1.30;  5430;       ;                                                       ;In HII reg WISE G49.42-0.30
BDSB 145               ;Aql  ;19 23 29.0 +14 31 43 ;IR   ;EC   ;    1.30;  5430;       ;                                                       ;In HII reg WISE G49.47-0.32
Bica 102               ;Aql  ;19 23 33.0 +14 27 27 ;IR   ;EC   ;    1.20;  5500;       ;                                                       ;In HII reg WISE G49.42-0.37, very compact
BDSB 147               ;Aql  ;19 23 33.0 +14 29 47 ;IR   ;EC   ;    0.60;  5430;       ;                                                       ;In HII reg WISE G49.45-0.35
RM 25                  ;Aql  ;19 23 33.4 +14 31 29 ;IR   ;SFR  ;   13.90;  5700;       ;                                                       ;
BDSB 146               ;Aql  ;19 23 35.0 +14 32 02 ;IR   ;EC   ;    0.90;  5430;       ;                                                       ;Sev HII regions nearby
KKD 6                  ;Aql  ;19 23 40.0 +14 31 13 ;IR   ;EC   ;    0.70;  5430;       ;W51-IRS2, MDF 9, BDSB 152                              ;Sev HII regions nearby
BDSB 148               ;Aql  ;19 23 41.0 +14 29 15 ;IR   ;EC   ;    0.60;  5430;       ;                                                       ;Sev HII regions nearby
BDSB 150               ;Aql  ;19 23 42.0 +14 30 47 ;IR   ;EC   ;    0.60;  5430;       ;                                                       ;Sev HII regions nearby
BDSB 149               ;Aql  ;19 23 43.0 +14 29 55 ;IR   ;EC   ;    1.50;  5430;       ;W51 Cl                                                 ;Sev HII regions nearby
BDSB 151               ;Aql  ;19 23 43.0 +14 30 45 ;IR   ;EC   ;    0.80;  5100;   6.10;                                                       ;In W 51A, W 51e = W 51-IRS1-N
Urq G49.99-0.13        ;Aql  ;19 23 47.1 +15 04 18 ;IR   ;EC   ;    2.30;  7000;       ;                                                       ;In HII reg WISE G49.99-0.13
BDSB 153               ;Aql  ;19 23 48.0 +14 33 15 ;IR   ;EC   ;    1.10;  5430;       ;                                                       ;
BDSB 154               ;Aql  ;19 23 51.0 +14 32 57 ;IR   ;EC   ;    1.00;  5430;       ;                                                       ;
BDSB 155               ;Aql  ;19 23 55.0 +14 35 40 ;IR   ;EC   ;    1.10;  5430;       ;                                                       ;In HII reg WISE G49.58-0.38
LMR 95                 ;Aql  ;19 24 58.2 +16 02 31 ;IR   ;SFR  ;   13.30;  7800;       ;                                                       ;
Spitzer J1925+1516     ;Aql  ;19 25 34.7 +15 16 30 ;IR   ;EC   ;    0.50;  4400;       ;                                                       ;
Froebrich Cl 110       ;Aql  ;19 25 57.9 +15 03 02 ;IR   ;EC   ;    0.40;  3340;       ;IRAS 19236+1456, UCEC 13                               ;In HII reg WISE G50.22-0.60
BDSB 157               ;Aql  ;19 26 03.2 +16 20 40 ;IR   ;EC   ;    3.30;  5549;   6.25;                                                       ;In HII reg Lockman G51.36-0.00
Teutsch 26             ;Aql  ;19 26 06.0 +13 45 48 ;Op   ;OC   ;    3.20;  2530;       ;                                                       ;
SUH 41                 ;Aql  ;19 28 22.8 +16 06 16 ;IR   ;EC   ;    0.40;  2320;       ;IRAS 19261+1600                                        ;In HII reg WISE G51.42-0.62
SUH 39                 ;Aql  ;19 28 37.6 +15 49 40 ;IR   ;EC   ;    0.20;  3030;       ;IRAS 19263+1543                                        ;In HII reg IRAS 19263+1543
